id	label
basketball.basketball_coach.previous_teams	basketball.basketball_coach.previous_teams
basketball.basketball_coach.team	basketball.basketball_coach.team
basketball.basketball_historical_coach_position.coach	basketball.basketball_historical_coach_position.coach
basketball.basketball_team.head_coach	basketball.basketball_team.head_coach
basketball.basketball_team.previous_coaches	basketball.basketball_team.previous_coaches
biology.animal_breed.place_of_origin	biology.animal_breed.place_of_origin
biology.animal_breed.registered_with	biology.animal_breed.registered_with
biology.breed_origin.breeds_originating_here	biology.breed_origin.breeds_originating_here
biology.breed_registration.breed	biology.breed_registration.breed
biology.breed_registration.breed_group	biology.breed_registration.breed_group
biology.breed_registration.registry	biology.breed_registration.registry
biology.hybrid_parent_gender.hybrids	biology.hybrid_parent_gender.hybrids
boats.ship.beam	boats.ship.beam
boats.ship.imo_lr_identification_number	boats.ship.imo_lr_identification_number
boats.ship.length_overall	boats.ship.length_overall
boats.ship.owners	boats.ship.owners
boats.ship_ownership.owner	boats.ship_ownership.owner
boats.ship_ownership.ship	boats.ship_ownership.ship
book.author.book_editions_edited	book.author.book_editions_edited
book.author.book_editions_published	book.author.book_editions_published
book.author.contributing_author_to	book.author.contributing_author_to
book.author.openlibrary_id	book.author.openlibrary_id
book.author.school_or_movement	book.author.school_or_movement
book.author.series_written_or_contributed_to	book.author.series_written_or_contributed_to
book.author.works_edited	book.author.works_edited
book.author.works_written	book.author.works_written
book.book.characters	book.book.characters
book.book.editions	book.book.editions
book.book.genre	book.book.genre
book.book.interior_illustrations_by	book.book.interior_illustrations_by
book.book_character.appears_in_book	book.book_character.appears_in_book
book.book_edition.ISBN	book.book_edition.ISBN
book.book_edition.OCLC_number	book.book_edition.OCLC_number
book.book_edition.author_editor	book.book_edition.author_editor
book.book_edition.binding	book.book_edition.binding
book.book_edition.book	book.book_edition.book
book.book_edition.dewey_decimal_number	book.book_edition.dewey_decimal_number
book.book_edition.isbn	book.book_edition.isbn
book.book_edition.isfdb_id	book.book_edition.isfdb_id
book.book_edition.lcc	book.book_edition.lcc
book.book_edition.number_of_pages	book.book_edition.number_of_pages
book.book_edition.openlibrary_id	book.book_edition.openlibrary_id
book.book_edition.place_of_publication	book.book_edition.place_of_publication
book.book_edition.publication_date	book.book_edition.publication_date
book.book_edition.publisher	book.book_edition.publisher
book.book_subject.musical_compositions_about_this_topic	book.book_subject.musical_compositions_about_this_topic
book.book_subject.works	book.book_subject.works
book.illustrator.books_illustrated	book.illustrator.books_illustrated
book.literary_series.works_in_this_series	book.literary_series.works_in_this_series
book.magazine_genre.magazines_in_this_genre	book.magazine_genre.magazines_in_this_genre
book.newspaper.headquarters	book.newspaper.headquarters
book.newspaper.owner	book.newspaper.owner
book.newspaper_owner.newspapers_owned	book.newspaper_owner.newspapers_owned
book.periodical.first_issue_date	book.periodical.first_issue_date
book.periodical.format	book.periodical.format
book.periodical.language	book.periodical.language
book.periodical_format_period.format	book.periodical_format_period.format
book.periodical_format_period.periodical	book.periodical_format_period.periodical
book.periodical_publication_date.date	book.periodical_publication_date.date
book.periodical_publisher.periodicals_published	book.periodical_publisher.periodicals_published
book.periodical_publisher_period.periodical	book.periodical_publisher_period.periodical
book.periodical_publisher_period.publisher	book.periodical_publisher_period.publisher
book.periodical_subject.periodicals	book.periodical_subject.periodicals
book.published_work.published_in_published_as	book.published_work.published_in_published_as
book.publishing_company.isfdb_id	book.publishing_company.isfdb_id
book.reviewed_work.reviews_of_this_work	book.reviewed_work.reviews_of_this_work
book.school_or_movement.associated_authors	book.school_or_movement.associated_authors
book.school_or_movement.associated_period	book.school_or_movement.associated_period
book.school_or_movement.associated_works	book.school_or_movement.associated_works
book.translated_work.translations	book.translated_work.translations
book.translation.language	book.translation.language
book.translation.translation_of	book.translation.translation_of
book.translator.works_translated	book.translator.works_translated
book.written_work.author	book.written_work.author
book.written_work.copyright_date	book.written_work.copyright_date
book.written_work.date_of_first_publication	book.written_work.date_of_first_publication
book.written_work.date_written	book.written_work.date_written
book.written_work.isfdb_id	book.written_work.isfdb_id
book.written_work.next_in_series	book.written_work.next_in_series
book.written_work.original_language	book.written_work.original_language
book.written_work.part_of_series	book.written_work.part_of_series
book.written_work.previous_in_series	book.written_work.previous_in_series
book.written_work.subjects	book.written_work.subjects
broadcast.producer.location	broadcast.producer.location
broadcast.radio_format.stations	broadcast.radio_format.stations
broadcast.tv_channel.from	broadcast.tv_channel.from
broadcast.tv_channel.network	broadcast.tv_channel.network
business.board_member.leader_of	business.board_member.leader_of
business.board_member.organization_board_memberships	business.board_member.organization_board_memberships
business.brand.includes_brands	business.brand.includes_brands
business.brand.owner_s	business.brand.owner_s
business.business_location.parent_company	business.business_location.parent_company
business.business_operation.assets	business.business_operation.assets
business.business_operation.current_liabilities	business.business_operation.current_liabilities
business.business_operation.net_profit	business.business_operation.net_profit
business.business_operation.revenue	business.business_operation.revenue
business.cik	business.cik
business.company_brand_relationship.brand	business.company_brand_relationship.brand
business.company_brand_relationship.company	business.company_brand_relationship.company
business.company_name_change.company	business.company_name_change.company
business.company_name_change.new_name	business.company_name_change.new_name
business.company_product_relationship.company	business.company_product_relationship.company
business.company_product_relationship.consumer_product	business.company_product_relationship.consumer_product
business.consumer_company.product_lines	business.consumer_company.product_lines
business.consumer_company.products	business.consumer_company.products
business.consumer_product.brand	business.consumer_product.brand
business.consumer_product.company	business.consumer_product.company
business.currency_sub_unit.currency	business.currency_sub_unit.currency
business.employer.employees	business.employer.employees
business.employer.number_of_employees	business.employer.number_of_employees
business.employment_tenure.company	business.employment_tenure.company
business.employment_tenure.from	business.employment_tenure.from
business.employment_tenure.person	business.employment_tenure.person
business.employment_tenure.title	business.employment_tenure.title
business.employment_tenure.to	business.employment_tenure.to
business.industry.companies	business.industry.companies
business.issuer.issue	business.issuer.issue
business.job_title.people_with_this_title	business.job_title.people_with_this_title
business.product_line.products	business.product_line.products
business.product_theme.product_lines	business.product_theme.product_lines
business.shopping_center.address	business.shopping_center.address
business.shopping_center.owner	business.shopping_center.owner
business.sponsored_recipient.sponsorship	business.sponsored_recipient.sponsorship
business.stock_ticker_symbol.ticker_symbol	business.stock_ticker_symbol.ticker_symbol
celebrities.celebrity.net_worth	celebrities.celebrity.net_worth
comic_books.comic_book_character.first_appearance	comic_books.comic_book_character.first_appearance
comic_books.comic_book_character.primary_universe	comic_books.comic_book_character.primary_universe
comic_books.comic_book_character.regular_featured_appearances	comic_books.comic_book_character.regular_featured_appearances
comic_books.comic_book_character.story_specific_appearances	comic_books.comic_book_character.story_specific_appearances
comic_books.comic_book_genre.comic_book_series_in_this_genre	comic_books.comic_book_genre.comic_book_series_in_this_genre
computer.computer.compatible_oses	computer.computer.compatible_oses
computer.computer_manufacturer_brand.computer_models	computer.computer_manufacturer_brand.computer_models
computer.computer_peripheral_class.supporting_games	computer.computer_peripheral_class.supporting_games
computer.computing_platform.file_formats_supported	computer.computing_platform.file_formats_supported
computer.internet_protocol.software_used_by	computer.internet_protocol.software_used_by
computer.operating_system.release_date	computer.operating_system.release_date
computer.operating_system_developer.operating_systems_developed	computer.operating_system_developer.operating_systems_developed
computer.programming_language_developer.programming_languages_developed	computer.programming_language_developer.programming_languages_developed
computer.software.compatible_oses	computer.software.compatible_oses
computer.software.developer	computer.software.developer
computer.software.first_released	computer.software.first_released
computer.software.latest_release_date	computer.software.latest_release_date
computer.software.latest_version	computer.software.latest_version
computer.software.protocols_used	computer.software.protocols_used
computer.software_compatibility.operating_system	computer.software_compatibility.operating_system
computer.software_compatibility.os_version_end	computer.software_compatibility.os_version_end
computer.software_compatibility.os_version_start	computer.software_compatibility.os_version_start
computer.software_compatibility.software	computer.software_compatibility.software
conferences.conference_sponsor.conferences	conferences.conference_sponsor.conferences
conferences.conference_subject.series_of_conferences_about_this	conferences.conference_subject.series_of_conferences_about_this
conferences.conference_subject.specific_conferences_about_this	conferences.conference_subject.specific_conferences_about_this
conferences.conference_venue.conferences	conferences.conference_venue.conferences
cvg.computer_game_region.versions_released_in_this_region	cvg.computer_game_region.versions_released_in_this_region
cvg.computer_game_subject.games	cvg.computer_game_subject.games
cvg.computer_videogame.characters	cvg.computer_videogame.characters
cvg.computer_videogame.prequel	cvg.computer_videogame.prequel
cvg.computer_videogame.sequel	cvg.computer_videogame.sequel
cvg.cvg_genre.games	cvg.cvg_genre.games
cvg.cvg_platform.games	cvg.cvg_platform.games
cvg.cvg_publisher.games_published	cvg.cvg_publisher.games_published
cvg.game_character.games	cvg.game_character.games
cvg.game_performance.character	cvg.game_performance.character
cvg.game_performance.game	cvg.game_performance.game
cvg.game_performance.performance_type	cvg.game_performance.performance_type
cvg.game_performance.playable	cvg.game_performance.playable
cvg.game_performance.voice_actor	cvg.game_performance.voice_actor
cvg.game_series.games_in_series	cvg.game_series.games_in_series
cvg.game_version.platform	cvg.game_version.platform
cvg.musical_game_song.games	cvg.musical_game_song.games
distilled_spirits.distillery.region	distilled_spirits.distillery.region
education.academic.advisees	education.academic.advisees
education.academic.departments_old	education.academic.departments_old
education.academic_post_title.people_with_this_title	education.academic_post_title.people_with_this_title
education.education.institution	education.education.institution
education.education.major_field_of_study	education.education.major_field_of_study
education.education.student	education.education.student
education.educational_institution.campuses	education.educational_institution.campuses
education.educational_institution.students_graduates	education.educational_institution.students_graduates
education.educational_institution_campus.educational_institution	education.educational_institution_campus.educational_institution
education.field_of_study.academic_departments	education.field_of_study.academic_departments
education.field_of_study.academics_in_this_field	education.field_of_study.academics_in_this_field
education.field_of_study.journals_in_this_discipline	education.field_of_study.journals_in_this_discipline
education.field_of_study.students_majoring	education.field_of_study.students_majoring
education.school_category.schools_of_this_kind	education.school_category.schools_of_this_kind
education.school_newspaper.school	education.school_newspaper.school
education.university.domestic_tuition	education.university.domestic_tuition
education.university.local_tuition	education.university.local_tuition
en	en
event.disaster.fatalities	event.disaster.fatalities
event.disaster.structures_destroyed	event.disaster.structures_destroyed
event.disaster.type_of_disaster	event.disaster.type_of_disaster
event.presented_work.performances	event.presented_work.performances
event.public_speaker.speeches_or_presentations	event.public_speaker.speeches_or_presentations
event.public_speaking_event.speech_presentation_discussion	event.public_speaking_event.speech_presentation_discussion
event.speech_or_presentation.presented_work	event.speech_or_presentation.presented_work
event.speech_or_presentation.speaker_s	event.speech_or_presentation.speaker_s
event.speech_or_presentation.speech_topic	event.speech_or_presentation.speech_topic
event.speech_or_presentation.type_or_format_of_presentation	event.speech_or_presentation.type_or_format_of_presentation
event.speech_topic.speeches_or_presentations_on_this_topic	event.speech_topic.speeches_or_presentations_on_this_topic
exhibitions.exhibition_subject.exhibitions_created_about_this_subject	exhibitions.exhibition_subject.exhibitions_created_about_this_subject
fashion.clothing_size.article_of_clothing	fashion.clothing_size.article_of_clothing
fashion.clothing_size.person	fashion.clothing_size.person
fashion.clothing_size.size	fashion.clothing_size.size
fictional_universe.character_occupation.characters_with_this_occupation	fictional_universe.character_occupation.characters_with_this_occupation
fictional_universe.character_rank.characters_of_this_rank	fictional_universe.character_rank.characters_of_this_rank
fictional_universe.ethnicity_in_fiction.characters_of_this_ethnicity	fictional_universe.ethnicity_in_fiction.characters_of_this_ethnicity
fictional_universe.fictional_character.appears_in_these_fictional_universes	fictional_universe.fictional_character.appears_in_these_fictional_universes
fictional_universe.fictional_character.based_on	fictional_universe.fictional_character.based_on
fictional_universe.fictional_character.character_created_by	fictional_universe.fictional_character.character_created_by
fictional_universe.fictional_character.children	fictional_universe.fictional_character.children
fictional_universe.fictional_character.date_of_birth	fictional_universe.fictional_character.date_of_birth
fictional_universe.fictional_character.education	fictional_universe.fictional_character.education
fictional_universe.fictional_character.employers	fictional_universe.fictional_character.employers
fictional_universe.fictional_character.ethnicity	fictional_universe.fictional_character.ethnicity
fictional_universe.fictional_character.gender	fictional_universe.fictional_character.gender
fictional_universe.fictional_character.has_possessed	fictional_universe.fictional_character.has_possessed
fictional_universe.fictional_character.height	fictional_universe.fictional_character.height
fictional_universe.fictional_character.married_to	fictional_universe.fictional_character.married_to
fictional_universe.fictional_character.medical_conditions	fictional_universe.fictional_character.medical_conditions
fictional_universe.fictional_character.occupation	fictional_universe.fictional_character.occupation
fictional_universe.fictional_character.organizations	fictional_universe.fictional_character.organizations
fictional_universe.fictional_character.parents	fictional_universe.fictional_character.parents
fictional_universe.fictional_character.place_of_birth	fictional_universe.fictional_character.place_of_birth
fictional_universe.fictional_character.places_lived	fictional_universe.fictional_character.places_lived
fictional_universe.fictional_character.powers_or_abilities	fictional_universe.fictional_character.powers_or_abilities
fictional_universe.fictional_character.quotations	fictional_universe.fictional_character.quotations
fictional_universe.fictional_character.rank	fictional_universe.fictional_character.rank
fictional_universe.fictional_character.romantically_involved_with	fictional_universe.fictional_character.romantically_involved_with
fictional_universe.fictional_character.siblings	fictional_universe.fictional_character.siblings
fictional_universe.fictional_character.species	fictional_universe.fictional_character.species
fictional_universe.fictional_character.weight	fictional_universe.fictional_character.weight
fictional_universe.fictional_character_creator.fictional_characters_created	fictional_universe.fictional_character_creator.fictional_characters_created
fictional_universe.fictional_date_time.date_time	fictional_universe.fictional_date_time.date_time
fictional_universe.fictional_date_time.other_calendar_system	fictional_universe.fictional_date_time.other_calendar_system
fictional_universe.fictional_date_time.other_date_time	fictional_universe.fictional_date_time.other_date_time
fictional_universe.fictional_employer.employees	fictional_universe.fictional_employer.employees
fictional_universe.fictional_employment_tenure.employer	fictional_universe.fictional_employment_tenure.employer
fictional_universe.fictional_employment_tenure.title	fictional_universe.fictional_employment_tenure.title
fictional_universe.fictional_job_title.fictional_characters_with_this_job	fictional_universe.fictional_job_title.fictional_characters_with_this_job
fictional_universe.fictional_language.found_in_fictional_universe	fictional_universe.fictional_language.found_in_fictional_universe
fictional_universe.fictional_language.where_spoken	fictional_universe.fictional_language.where_spoken
fictional_universe.fictional_object_destroyer.fictional_objects_destroyed	fictional_universe.fictional_object_destroyer.fictional_objects_destroyed
fictional_universe.fictional_organization.appears_in_universes	fictional_universe.fictional_organization.appears_in_universes
fictional_universe.fictional_organization.fictional_organization_founder	fictional_universe.fictional_organization.fictional_organization_founder
fictional_universe.fictional_organization.sub_organization_in_fiction	fictional_universe.fictional_organization.sub_organization_in_fiction
fictional_universe.fictional_organization.type_of_organization	fictional_universe.fictional_organization.type_of_organization
fictional_universe.fictional_organization_type.organizations	fictional_universe.fictional_organization_type.organizations
fictional_universe.fictional_setting.characters_that_have_lived_here	fictional_universe.fictional_setting.characters_that_have_lived_here
fictional_universe.fictional_setting.contained_by	fictional_universe.fictional_setting.contained_by
fictional_universe.fictional_setting.contains	fictional_universe.fictional_setting.contains
fictional_universe.fictional_setting.events	fictional_universe.fictional_setting.events
fictional_universe.fictional_setting.fictional_characters_born_here	fictional_universe.fictional_setting.fictional_characters_born_here
fictional_universe.fictional_setting.languages	fictional_universe.fictional_setting.languages
fictional_universe.fictional_setting.setting_type	fictional_universe.fictional_setting.setting_type
fictional_universe.fictional_setting.universe	fictional_universe.fictional_setting.universe
fictional_universe.fictional_setting.works_set_here	fictional_universe.fictional_setting.works_set_here
fictional_universe.fictional_universe.characters	fictional_universe.fictional_universe.characters
fictional_universe.fictional_universe.created_by	fictional_universe.fictional_universe.created_by
fictional_universe.fictional_universe.fictional_objects	fictional_universe.fictional_universe.fictional_objects
fictional_universe.fictional_universe.languages	fictional_universe.fictional_universe.languages
fictional_universe.fictional_universe.literary_series_set_here	fictional_universe.fictional_universe.literary_series_set_here
fictional_universe.fictional_universe.locations	fictional_universe.fictional_universe.locations
fictional_universe.fictional_universe.species	fictional_universe.fictional_universe.species
fictional_universe.fictional_universe.works_set_here	fictional_universe.fictional_universe.works_set_here
fictional_universe.marriage_of_fictional_characters.spouses	fictional_universe.marriage_of_fictional_characters.spouses
fictional_universe.medical_condition_in_fiction.characters_with_this_condition	fictional_universe.medical_condition_in_fiction.characters_with_this_condition
fictional_universe.person_in_fiction.representations_in_fiction	fictional_universe.person_in_fiction.representations_in_fiction
fictional_universe.romantic_involvement.partner	fictional_universe.romantic_involvement.partner
fictional_universe.school_in_fiction.students_graduates	fictional_universe.school_in_fiction.students_graduates
fictional_universe.sibling_relationship_of_fictional_characters.siblings	fictional_universe.sibling_relationship_of_fictional_characters.siblings
fictional_universe.work_of_fiction.part_of_these_fictional_universes	fictional_universe.work_of_fiction.part_of_these_fictional_universes
fictional_universe.work_of_fiction.setting	fictional_universe.work_of_fiction.setting
film.actor.film	film.actor.film
film.director.film	film.director.film
film.film.cinematography	film.film.cinematography
film.film.costume_design_by	film.film.costume_design_by
film.film.country	film.film.country
film.film.directed_by	film.film.directed_by
film.film.distributors	film.film.distributors
film.film.edited_by	film.film.edited_by
film.film.estimated_budget	film.film.estimated_budget
film.film.executive_produced_by	film.film.executive_produced_by
film.film.fandango_id	film.film.fandango_id
film.film.featured_film_locations	film.film.featured_film_locations
film.film.featured_song	film.film.featured_song
film.film.film_art_direction_by	film.film.film_art_direction_by
film.film.film_casting_director	film.film.film_casting_director
film.film.film_collections	film.film.film_collections
film.film.film_festivals	film.film.film_festivals
film.film.film_format	film.film.film_format
film.film.film_production_design_by	film.film.film_production_design_by
film.film.film_series	film.film.film_series
film.film.film_set_decoration_by	film.film.film_set_decoration_by
film.film.genre	film.film.genre
film.film.gross_revenue	film.film.gross_revenue
film.film.initial_release_date	film.film.initial_release_date
film.film.language	film.film.language
film.film.metacritic_id	film.film.metacritic_id
film.film.music	film.film.music
film.film.netflix_id	film.film.netflix_id
film.film.other_crew	film.film.other_crew
film.film.other_film_companies	film.film.other_film_companies
film.film.personal_appearances	film.film.personal_appearances
film.film.pre_production	film.film.pre_production
film.film.produced_by	film.film.produced_by
film.film.production_companies	film.film.production_companies
film.film.rating	film.film.rating
film.film.release_date_s	film.film.release_date_s
film.film.rottentomatoes_id	film.film.rottentomatoes_id
film.film.runtime	film.film.runtime
film.film.sequel	film.film.sequel
film.film.starring	film.film.starring
film.film.story_by	film.film.story_by
film.film.subjects	film.film.subjects
film.film.tagline	film.film.tagline
film.film.traileraddict_id	film.film.traileraddict_id
film.film.written_by	film.film.written_by
film.film_art_director.films_art_directed	film.film_art_director.films_art_directed
film.film_character.portrayed_in_films	film.film_character.portrayed_in_films
film.film_featured_song.featured_in_film	film.film_featured_song.featured_in_film
film.film_featured_song.performed_by	film.film_featured_song.performed_by
film.film_festival_focus.festivals_with_this_focus	film.film_festival_focus.festivals_with_this_focus
film.film_location.featured_in_films	film.film_location.featured_in_films
film.film_production_designer.films_production_designed	film.film_production_designer.films_production_designed
film.film_regional_release_date.film	film.film_regional_release_date.film
film.film_regional_release_date.film_regional_debut_venue	film.film_regional_release_date.film_regional_debut_venue
film.film_regional_release_date.film_release_distribution_medium	film.film_regional_release_date.film_release_distribution_medium
film.film_regional_release_date.film_release_region	film.film_regional_release_date.film_release_region
film.film_regional_release_date.release_date	film.film_regional_release_date.release_date
film.film_series.films_in_series	film.film_series.films_in_series
film.film_story_contributor.film_story_credits	film.film_story_contributor.film_story_credits
film.film_subject.films	film.film_subject.films
film.music_contributor.film	film.music_contributor.film
film.performance.actor	film.performance.actor
film.performance.character	film.performance.character
film.performance.character_note	film.performance.character_note
film.performance.film	film.performance.film
film.performance.special_performance_type	film.performance.special_performance_type
film.person_or_entity_appearing_in_film.films	film.person_or_entity_appearing_in_film.films
film.personal_film_appearance.film	film.personal_film_appearance.film
film.personal_film_appearance.person	film.personal_film_appearance.person
film.personal_film_appearance.type_of_appearance	film.personal_film_appearance.type_of_appearance
film.producer.film	film.producer.film
film.producer.films_executive_produced	film.producer.films_executive_produced
film.production_company.films	film.production_company.films
film.writer.film	film.writer.film
finance.currency.countries_used	finance.currency.countries_used
finance.currency.currency_code	finance.currency.currency_code
finance.currency.prefix_symbol	finance.currency.prefix_symbol
finance.currency.source_of_exchange	finance.currency.source_of_exchange
food.beer.alcohol_content	food.beer.alcohol_content
food.beer.beer_style	food.beer.beer_style
food.beer.brewery_brand	food.beer.brewery_brand
food.beer.containers	food.beer.containers
food.beer.from_region	food.beer.from_region
food.beer_country_region.beers_from_here	food.beer_country_region.beers_from_here
food.dish.cuisine	food.dish.cuisine
food.dish.ingredients	food.dish.ingredients
food.dish.type_of_dish1	food.dish.type_of_dish1
freebase.documented_object.documentation	freebase.documented_object.documentation
freebase.domain_category.domains	freebase.domain_category.domains
freebase.equivalent_topic.equivalent_domain	freebase.equivalent_topic.equivalent_domain
freebase.equivalent_topic.equivalent_type	freebase.equivalent_topic.equivalent_type
freebase.freebase_interest_group.freebase_users	freebase.freebase_interest_group.freebase_users
freebase.linguistic_hint.adjectival_form	freebase.linguistic_hint.adjectival_form
freebase.linguistic_hint.plural	freebase.linguistic_hint.plural
freebase.linguistic_hint.subject_form	freebase.linguistic_hint.subject_form
freebase.object_hints.best_hrid	freebase.object_hints.best_hrid
freebase.type_hints.included_types	freebase.type_hints.included_types
freebase.type_profile.equivalent_topic	freebase.type_profile.equivalent_topic
freebase.type_profile.instance_count	freebase.type_profile.instance_count
freebase.type_profile.kind	freebase.type_profile.kind
freebase.type_profile.published	freebase.type_profile.published
freebase.unit_profile.dimension	freebase.unit_profile.dimension
freebase.valuenotation.has_no_value	freebase.valuenotation.has_no_value
freebase.valuenotation.has_value	freebase.valuenotation.has_value
freebase.valuenotation.is_reviewed	freebase.valuenotation.is_reviewed
geography.body_of_water.volume	geography.body_of_water.volume
geography.geographical_feature.category	geography.geographical_feature.category
geography.island.island_group	geography.island.island_group
geography.island_group.islands_in_group	geography.island_group.islands_in_group
geography.mountain.elevation	geography.mountain.elevation
geography.mountain.first_ascenders	geography.mountain.first_ascenders
geography.mountain.listings	geography.mountain.listings
geography.mountain.mountain_range	geography.mountain.mountain_range
geography.mountain.prominence	geography.mountain.prominence
geography.mountain_range.mountains	geography.mountain_range.mountains
geography.river.basin_area	geography.river.basin_area
geography.river.basin_countries	geography.river.basin_countries
geography.river.origin	geography.river.origin
geography.river.origin_long_lat	geography.river.origin_long_lat
geography.river.source_elevation	geography.river.source_elevation
government.canadian_mp.house_id	government.canadian_mp.house_id
government.election.campaigns	government.election.campaigns
government.election.election_year	government.election.election_year
government.election.office	government.election.office
government.election.winner	government.election.winner
government.government_agency.jurisdiction	government.government_agency.jurisdiction
government.government_office_category.officeholders	government.government_office_category.officeholders
government.government_office_category.offices	government.government_office_category.offices
government.government_office_or_title.category	government.government_office_or_title.category
government.government_office_or_title.governmental_body_if_any	government.government_office_or_title.governmental_body_if_any
government.government_office_or_title.jurisdiction	government.government_office_or_title.jurisdiction
government.government_office_or_title.office_holders	government.government_office_or_title.office_holders
government.government_position_held.appointed_by	government.government_position_held.appointed_by
government.government_position_held.basic_title	government.government_position_held.basic_title
government.government_position_held.district_represented	government.government_position_held.district_represented
government.government_position_held.from	government.government_position_held.from
government.government_position_held.governmental_body	government.government_position_held.governmental_body
government.government_position_held.jurisdiction_of_office	government.government_position_held.jurisdiction_of_office
government.government_position_held.legislative_sessions	government.government_position_held.legislative_sessions
government.government_position_held.office_holder	government.government_position_held.office_holder
government.government_position_held.office_position_or_title	government.government_position_held.office_position_or_title
government.government_position_held.to	government.government_position_held.to
government.governmental_body.body_this_is_a_component_of	government.governmental_body.body_this_is_a_component_of
government.governmental_body.date_formed	government.governmental_body.date_formed
government.governmental_body.jurisdiction	government.governmental_body.jurisdiction
government.governmental_body.members	government.governmental_body.members
government.governmental_body.offices_positions	government.governmental_body.offices_positions
government.governmental_jurisdiction.agencies	government.governmental_jurisdiction.agencies
government.governmental_jurisdiction.governing_officials	government.governmental_jurisdiction.governing_officials
government.governmental_jurisdiction.government	government.governmental_jurisdiction.government
government.governmental_jurisdiction.government_bodies	government.governmental_jurisdiction.government_bodies
government.governmental_jurisdiction.government_positions	government.governmental_jurisdiction.government_positions
government.governmental_jurisdiction.official_symbols	government.governmental_jurisdiction.official_symbols
government.national_anthem.national_anthem_of	government.national_anthem.national_anthem_of
government.national_anthem_of_a_country.anthem	government.national_anthem_of_a_country.anthem
government.national_anthem_of_a_country.country	government.national_anthem_of_a_country.country
government.political_district.elections	government.political_district.elections
government.political_district.representatives	government.political_district.representatives
government.political_party.politicians_in_this_party	government.political_party.politicians_in_this_party
government.political_party_tenure.party	government.political_party_tenure.party
government.political_party_tenure.politician	government.political_party_tenure.politician
government.politician.election_campaigns	government.politician.election_campaigns
government.politician.government_positions_held	government.politician.government_positions_held
government.politician.party	government.politician.party
government.u_s_congressperson.thomas_id	government.u_s_congressperson.thomas_id
government.us_president.presidency_number	government.us_president.presidency_number
government.us_president.vice_president	government.us_president.vice_president
government.us_vice_president.to_president	government.us_vice_president.to_president
government.us_vice_president.vice_president_number	government.us_vice_president.vice_president_number
ice_hockey.hockey_team.captain	ice_hockey.hockey_team.captain
ice_hockey.hockey_team.division	ice_hockey.hockey_team.division
imdb.topic.character_id	imdb.topic.character_id
imdb.topic.name_id	imdb.topic.name_id
imdb.topic.title_id	imdb.topic.title_id
influence.influence_node.influenced	influence.influence_node.influenced
influence.influence_node.influenced_by	influence.influence_node.influenced_by
influence.influence_node.peers	influence.influence_node.peers
interests.collection.category	interests.collection.category
interests.collection.collector	interests.collection.collector
interests.collection_category.name_of_collection_activity	interests.collection_category.name_of_collection_activity
interests.collection_category.sub_categories	interests.collection_category.sub_categories
interests.collector.collections	interests.collector.collections
internet.blog.blogger	internet.blog.blogger
internet.blog.language	internet.blog.language
internet.blogger.blog	internet.blogger.blog
internet.localized_uri.language	internet.localized_uri.language
internet.localized_uri.location	internet.localized_uri.location
internet.localized_uri.uri	internet.localized_uri.uri
internet.website.category	internet.website.category
internet.website.owner	internet.website.owner
internet.website.owner_new	internet.website.owner_new
internet.website_category.sites	internet.website_category.sites
kp_lw.philosophy_influencer.influencee	kp_lw.philosophy_influencer.influencee
language.human_language.countries_spoken_in	language.human_language.countries_spoken_in
language.human_language.dialects	language.human_language.dialects
language.human_language.iso_639_1_code	language.human_language.iso_639_1_code
language.human_language.iso_639_2_code	language.human_language.iso_639_2_code
language.human_language.iso_639_3_code	language.human_language.iso_639_3_code
language.human_language.language_family	language.human_language.language_family
language.human_language.main_country	language.human_language.main_country
language.human_language.region	language.human_language.region
language.human_language.rosetta_project_code	language.human_language.rosetta_project_code
language.human_language.writing_system	language.human_language.writing_system
language.language_creator.languages_created	language.language_creator.languages_created
language.language_family.geographic_distribution	language.language_family.geographic_distribution
language.language_family.languages	language.language_family.languages
language.language_family.member_of_language_families	language.language_family.member_of_language_families
language.language_family.sub_families	language.language_family.sub_families
language.language_writing_system.ISO_15924_code	language.language_writing_system.ISO_15924_code
language.language_writing_system.child_writing_systems	language.language_writing_system.child_writing_systems
language.language_writing_system.iso_15924_alpha	language.language_writing_system.iso_15924_alpha
language.language_writing_system.languages	language.language_writing_system.languages
language.language_writing_system.parent_writing_systems	language.language_writing_system.parent_writing_systems
language.language_writing_system.type_of_writing	language.language_writing_system.type_of_writing
law.court.inferior_courts	law.court.inferior_courts
law.court.legal_cases	law.court.legal_cases
law.invention.date_of_invention	law.invention.date_of_invention
law.invention.inventor	law.invention.inventor
law.inventor.us_patents	law.inventor.us_patents
law.judge.courts	law.judge.courts
law.judicial_tenure.from_date	law.judicial_tenure.from_date
law.judicial_tenure.judge	law.judicial_tenure.judge
law.judicial_title.judges	law.judicial_title.judges
law.litigant.party_to_cases	law.litigant.party_to_cases
law.us_patent.inventor	law.us_patent.inventor
law.us_patent.issue_date	law.us_patent.issue_date
location.adjoining_relationship.adjoins	location.adjoining_relationship.adjoins
location.administrative_division.capital	location.administrative_division.capital
location.administrative_division.country	location.administrative_division.country
location.administrative_division.fips_10_4_region_code	location.administrative_division.fips_10_4_region_code
location.administrative_division.first_level_division_of	location.administrative_division.first_level_division_of
location.administrative_division.iso_3166_2_code	location.administrative_division.iso_3166_2_code
