/home/ccyuan/Project/KG_cash/datasets/complex-web-questions-dataset/ComplexWebQuestions_train.json: +10,215 entities
/home/ccyuan/Project/KG_cash/datasets/complex-web-questions-dataset/ComplexWebQuestions_dev.json: +845 entities
/home/ccyuan/Project/KG_cash/datasets/complex-web-questions-dataset/ComplexWebQuestions_test.json: +780 entities
total CWQ entities: 11,840
read=1,000,000 kept=52,644
 *                         WebQSP_FilterFreebase: 40% /3.127Gi, 28.992Mi/s, 1m6sTransferred:   	    1.273 GiB / 3.127 GiB, 41%, 28.992 MiB/s, ETA 1m5s
Transferred:            0 / 1, 0%
Elapsed time:        45.4s
Transferring:
 *                         WebQSP_FilterFreebase: 40% /3.127Gi, 28.992Mi/s, 1m5sTransferred:   	    1.285 GiB / 3.127 GiB, 41%, 28.834 MiB/s, ETA 1m5s
Transferred:            0 / 1, 0%
Elapsed time:        45.9s
Transferring:
 *                         WebQSP_FilterFreebase: 41% /3.127Gi, 28.834Mi/s, 1m5sTransferred:   	    1.301 GiB / 3.127 GiB, 42%, 28.834 MiB/s, ETA 1m4s
Transferred:            0 / 1, 0%
Elapsed time:        46.4s
Transferring:
 *                         WebQSP_FilterFreebase: 41% /3.127Gi, 28.834Mi/s, 1m4sTransferred:   	    1.312 GiB / 3.127 GiB, 42%, 29.033 MiB/s, ETA 1m3s
Transferred:            0 / 1, 0%
Elapsed time:        46.9s
Transferring:
 *                         WebQSP_FilterFreebase: 41% /3.127Gi, 29.033Mi/s, 1m3sTransferred:   	    1.328 GiB / 3.127 GiB, 42%, 29.033 MiB/s, ETA 1m3s
Transferred:            0 / 1, 0%
Elapsed time:        47.4s
Transferring:
 *                         WebQSP_FilterFreebase: 42% /3.127Gi, 29.033Mi/s, 1m3sTransferred:   	    1.343 GiB / 3.127 GiB, 43%, 29.066 MiB/s, ETA 1m2s
Transferred:            0 / 1, 0%
Elapsed time:        47.9s
Transferring:
 *                         WebQSP_FilterFreebase: 42% /3.127Gi, 29.067Mi/s, 1m2sTransferred:   	    1.352 GiB / 3.127 GiB, 43%, 29.066 MiB/s, ETA 1m2s
Transferred:            0 / 1, 0%
Elapsed time:        48.4s
Transferring:
 *                         WebQSP_FilterFreebase: 43% /3.127Gi, 29.067Mi/s, 1m2sTransferred:   	    1.359 GiB / 3.127 GiB, 43%, 28.874 MiB/s, ETA 1m2s
Transferred:            0 / 1, 0%
Elapsed time:        48.9s
Transferring:
 *                         WebQSP_FilterFreebase: 43% /3.127Gi, 28.874Mi/s, 1m2sTransferred:   	    1.373 GiB / 3.127 GiB, 44%, 28.874 MiB/s, ETA 1m2s
Transferred:            0 / 1, 0%
Elapsed time:        49.4s
Transferring:
 *                         WebQSP_FilterFreebase: 43% /3.127Gi, 28.874Mi/s, 1m2sTransferred:   	    1.383 GiB / 3.127 GiB, 44%, 28.096 MiB/s, ETA 1m3s
Transferred:            0 / 1, 0%
Elapsed time:        49.9s
Transferring:
 *                         WebQSP_FilterFreebase: 44% /3.127Gi, 28.096Mi/s, 1m3sTransferred:   	    1.398 GiB / 3.127 GiB, 45%, 28.096 MiB/s, ETA 1m3s
Transferred:            0 / 1, 0%
Elapsed time:        50.4s
Transferring:
 *                         WebQSP_FilterFreebase: 44% /3.127Gi, 28.096Mi/s, 1m3sTransferred:   	    1.412 GiB / 3.127 GiB, 45%, 28.091 MiB/s, ETA 1m2s
Transferred:            0 / 1, 0%
Elapsed time:        50.9s
Transferring:
 *                         WebQSP_FilterFreebase: 45% /3.127Gi, 28.091Mi/s, 1m2sTransferred:   	    1.422 GiB / 3.127 GiB, 45%, 28.091 MiB/s, ETA 1m2s
Transferred:            0 / 1, 0%
Elapsed time:        51.4s
Transferring:
 *                         WebQSP_FilterFreebase: 45% /3.127Gi, 28.091Mi/s, 1m2sTransferred:   	    1.438 GiB / 3.127 GiB, 46%, 28.051 MiB/s, ETA 1m1s
Transferred:            0 / 1, 0%
Elapsed time:        51.9s
Transferring:
 *                         WebQSP_FilterFreebase: 45% /3.127Gi, 28.051Mi/s, 1m1sTransferred:   	    1.453 GiB / 3.127 GiB, 46%, 28.051 MiB/s, ETA 1m1s
Transferred:            0 / 1, 0%
Elapsed time:        52.4s
Transferring:
 *                         WebQSP_FilterFreebase: 46% /3.127Gi, 28.051Mi/s, 1m1sTransferred:   	    1.466 GiB / 3.127 GiB, 47%, 28.082 MiB/s, ETA 1m
Transferred:            0 / 1, 0%
Elapsed time:        52.9s
Transferring:
 *                         WebQSP_FilterFreebase: 46% /3.127Gi, 28.082Mi/s, 1m0sTransferred:   	    1.477 GiB / 3.127 GiB, 47%, 28.082 MiB/s, ETA 1m
Transferred:            0 / 1, 0%
Elapsed time:        53.4s
Transferring:
 *                         WebQSP_FilterFreebase: 47% /3.127Gi, 28.082Mi/s, 1m0sTransferred:   	    1.492 GiB / 3.127 GiB, 48%, 28.078 MiB/s, ETA 59s
Transferred:            0 / 1, 0%
Elapsed time:        53.9s
Transferring:
 *                         WebQSP_FilterFreebase: 47% /3.127Gi, 28.076Mi/s, 59sTransferred:   	    1.507 GiB / 3.127 GiB, 48%, 28.078 MiB/s, ETA 59s
Transferred:            0 / 1, 0%
Elapsed time:        54.4s
Transferring:
 *                         WebQSP_FilterFreebase: 48% /3.127Gi, 28.076Mi/s, 59sTransferred:   	    1.521 GiB / 3.127 GiB, 49%, 27.823 MiB/s, ETA 59s
Transferred:            0 / 1, 0%
Elapsed time:        54.9s
Transferring:
 *                         WebQSP_FilterFreebase: 48% /3.127Gi, 27.822Mi/s, 59sTransferred:   	    1.535 GiB / 3.127 GiB, 49%, 27.823 MiB/s, ETA 58s
Transferred:            0 / 1, 0%
Elapsed time:        55.4s
Transferring:
 *                         WebQSP_FilterFreebase: 49% /3.127Gi, 27.822Mi/s, 58sTransferred:   	    1.547 GiB / 3.127 GiB, 49%, 28.083 MiB/s, ETA 57s
Transferred:            0 / 1, 0%
Elapsed time:        55.9s
Transferring:
 *                         WebQSP_FilterFreebase: 49% /3.127Gi, 28.083Mi/s, 57sTransferred:   	    1.562 GiB / 3.127 GiB, 50%, 28.083 MiB/s, ETA 57s
Transferred:            0 / 1, 0%
Elapsed time:        56.4s
Transferring:
 *                         WebQSP_FilterFreebase: 49% /3.127Gi, 28.083Mi/s, 57sTransferred:   	    1.578 GiB / 3.127 GiB, 50%, 28.078 MiB/s, ETA 56s
Transferred:            0 / 1, 0%
Elapsed time:        56.9s
Transferring:
 *                         WebQSP_FilterFreebase: 50% /3.127Gi, 28.078Mi/s, 56sTransferred:   	    1.592 GiB / 3.127 GiB, 51%, 28.078 MiB/s, ETA 55s
Transferred:            0 / 1, 0%
Elapsed time:        57.4s
Transferring:
 *                         WebQSP_FilterFreebase: 50% /3.127Gi, 28.078Mi/s, 55sTransferred:   	    1.605 GiB / 3.127 GiB, 51%, 28.074 MiB/s, ETA 55s
Transferred:            0 / 1, 0%
Elapsed time:        57.9s
Transferring:
 *                         WebQSP_FilterFreebase: 51% /3.127Gi, 28.074Mi/s, 55sTransferred:   	    1.617 GiB / 3.127 GiB, 52%, 28.074 MiB/s, ETA 55s
Transferred:            0 / 1, 0%
Elapsed time:        58.4s
Transferring:
 *                         WebQSP_FilterFreebase: 51% /3.127Gi, 28.074Mi/s, 55sTransferred:   	    1.633 GiB / 3.127 GiB, 52%, 28.318 MiB/s, ETA 54s
Transferred:            0 / 1, 0%
Elapsed time:        58.9s
Transferring:
 *                         WebQSP_FilterFreebase: 52% /3.127Gi, 28.318Mi/s, 54sTransferred:   	    1.648 GiB / 3.127 GiB, 53%, 28.318 MiB/s, ETA 53s
Transferred:            0 / 1, 0%
Elapsed time:        59.4s
Transferring:
 *                         WebQSP_FilterFreebase: 52% /3.127Gi, 28.318Mi/s, 53sTransferred:   	    1.663 GiB / 3.127 GiB, 53%, 28.299 MiB/s, ETA 52s
Transferred:            0 / 1, 0%
Elapsed time:        59.9s
Transferring:
 *                         WebQSP_FilterFreebase: 53% /3.127Gi, 28.297Mi/s, 52sTransferred:   	    1.678 GiB / 3.127 GiB, 54%, 28.299 MiB/s, ETA 52s
Transferred:            0 / 1, 0%
Elapsed time:       1m0.4s
Transferring:
 *                         WebQSP_FilterFreebase: 53% /3.127Gi, 28.297Mi/s, 52sTransferred:   	    1.688 GiB / 3.127 GiB, 54%, 28.280 MiB/s, ETA 52s
Transferred:            0 / 1, 0%
Elapsed time:       1m0.9s
Transferring:
 *                         WebQSP_FilterFreebase: 53% /3.127Gi, 28.280Mi/s, 52sTransferred:   	    1.703 GiB / 3.127 GiB, 54%, 28.280 MiB/s, ETA 51s
Transferred:            0 / 1, 0%
Elapsed time:       1m1.4s
Transferring:
 *                         WebQSP_FilterFreebase: 54% /3.127Gi, 28.280Mi/s, 51sTransferred:   	    1.719 GiB / 3.127 GiB, 55%, 28.450 MiB/s, ETA 50s
Transferred:            0 / 1, 0%
Elapsed time:       1m1.9s
Transferring:
 *                         WebQSP_FilterFreebase: 54% /3.127Gi, 28.450Mi/s, 50sTransferred:   	    1.734 GiB / 3.127 GiB, 55%, 28.450 MiB/s, ETA 50s
Transferred:            0 / 1, 0%
Elapsed time:       1m2.4s
Transferring:
 *                         WebQSP_FilterFreebase: 55% /3.127Gi, 28.450Mi/s, 50sTransferred:   	    1.746 GiB / 3.127 GiB, 56%, 28.235 MiB/s, ETA 50s
Transferred:            0 / 1, 0%
Elapsed time:       1m2.9s
Transferring:
 *                         WebQSP_FilterFreebase: 55% /3.127Gi, 28.235Mi/s, 50sTransferred:   	    1.758 GiB / 3.127 GiB, 56%, 28.235 MiB/s, ETA 49s
Transferred:            0 / 1, 0%
Elapsed time:       1m3.4s
Transferring:
 *                         WebQSP_FilterFreebase: 56% /3.127Gi, 28.235Mi/s, 49sTransferred:   	    1.773 GiB / 3.127 GiB, 57%, 28.406 MiB/s, ETA 48s
Transferred:            0 / 1, 0%
Elapsed time:       1m3.9s
Transferring:
 *                         WebQSP_FilterFreebase: 56% /3.127Gi, 28.406Mi/s, 48sTransferred:   	    1.787 GiB / 3.127 GiB, 57%, 28.406 MiB/s, ETA 48s
Transferred:            0 / 1, 0%
Elapsed time:       1m4.4s
Transferring:
 *                         WebQSP_FilterFreebase: 57% /3.127Gi, 28.406Mi/s, 48sTransferred:   	    1.801 GiB / 3.127 GiB, 58%, 28.193 MiB/s, ETA 48s
Transferred:            0 / 1, 0%
Elapsed time:       1m4.9s
Transferring:
 *                         WebQSP_FilterFreebase: 57% /3.127Gi, 28.193Mi/s, 48sTransferred:   	    1.812 GiB / 3.127 GiB, 58%, 28.193 MiB/s, ETA 47s
Transferred:            0 / 1, 0%
Elapsed time:       1m5.4s
Transferring:
 *                         WebQSP_FilterFreebase: 57% /3.127Gi, 28.193Mi/s, 47sTransferred:   	    1.828 GiB / 3.127 GiB, 58%, 28.277 MiB/s, ETA 47s
Transferred:            0 / 1, 0%
Elapsed time:       1m5.9s
Transferring:
 *                         WebQSP_FilterFreebase: 58% /3.127Gi, 28.277Mi/s, 47sTransferred:   	    1.844 GiB / 3.127 GiB, 59%, 28.277 MiB/s, ETA 46s
Transferred:            0 / 1, 0%
Elapsed time:       1m6.4s
Transferring:
 *                         WebQSP_FilterFreebase: 58% /3.127Gi, 28.277Mi/s, 46sTransferred:   	    1.855 GiB / 3.127 GiB, 59%, 28.415 MiB/s, ETA 45s
Transferred:            0 / 1, 0%
Elapsed time:       1m6.9s
Transferring:
 *                         WebQSP_FilterFreebase: 59% /3.127Gi, 28.415Mi/s, 45sTransferred:   	    1.867 GiB / 3.127 GiB, 60%, 28.415 MiB/s, ETA 45s
Transferred:            0 / 1, 0%
Elapsed time:       1m7.4s
Transferring:
 *                         WebQSP_FilterFreebase: 59% /3.127Gi, 28.415Mi/s, 45sTransferred:   	    1.883 GiB / 3.127 GiB, 60%, 28.389 MiB/s, ETA 44s
Transferred:            0 / 1, 0%
Elapsed time:       1m7.9s
Transferring:
 *                         WebQSP_FilterFreebase: 60% /3.127Gi, 28.389Mi/s, 44sTransferred:   	    1.897 GiB / 3.127 GiB, 61%, 28.389 MiB/s, ETA 44s
Transferred:            0 / 1, 0%
Elapsed time:       1m8.4s
Transferring:
 *                         WebQSP_FilterFreebase: 60% /3.127Gi, 28.389Mi/s, 44sTransferred:   	    1.910 GiB / 3.127 GiB, 61%, 28.115 MiB/s, ETA 44s
Transferred:            0 / 1, 0%
Elapsed time:       1m8.9s
Transferring:
 *                         WebQSP_FilterFreebase: 61% /3.127Gi, 28.115Mi/s, 44sTransferred:   	    1.922 GiB / 3.127 GiB, 61%, 28.115 MiB/s, ETA 43s
Transferred:            0 / 1, 0%
Elapsed time:       1m9.4s
Transferring:
 *                         WebQSP_FilterFreebase: 61% /3.127Gi, 28.115Mi/s, 43sTransferred:   	    1.938 GiB / 3.127 GiB, 62%, 28.358 MiB/s, ETA 42s
Transferred:            0 / 1, 0%
Elapsed time:       1m9.9s
Transferring:
 *                         WebQSP_FilterFreebase: 61% /3.127Gi, 28.358Mi/s, 42sTransferred:   	    1.953 GiB / 3.127 GiB, 62%, 28.358 MiB/s, ETA 42s
Transferred:            0 / 1, 0%
Elapsed time:      1m10.4s
Transferring:
 *                         WebQSP_FilterFreebase: 62% /3.127Gi, 28.358Mi/s, 42sTransferred:   	    1.966 GiB / 3.127 GiB, 63%, 28.335 MiB/s, ETA 41s
Transferred:            0 / 1, 0%
Elapsed time:      1m10.9s
Transferring:
 *                         WebQSP_FilterFreebase: 62% /3.127Gi, 28.335Mi/s, 41sTransferred:   	    1.980 GiB / 3.127 GiB, 63%, 28.335 MiB/s, ETA 41s
Transferred:            0 / 1, 0%
Elapsed time:      1m11.4s
Transferring:
 *                         WebQSP_FilterFreebase: 63% /3.127Gi, 28.335Mi/s, 41sTransferred:   	    1.992 GiB / 3.127 GiB, 64%, 28.315 MiB/s, ETA 41s
Transferred:            0 / 1, 0%
Elapsed time:      1m11.9s
Transferring:
 *                         WebQSP_FilterFreebase: 63% /3.127Gi, 28.315Mi/s, 41sTransferred:   	    2.008 GiB / 3.127 GiB, 64%, 28.315 MiB/s, ETA 40s
Transferred:            0 / 1, 0%
Elapsed time:      1m12.4s
Transferring:
 *                         WebQSP_FilterFreebase: 64% /3.127Gi, 28.315Mi/s, 40sTransferred:   	    2.023 GiB / 3.127 GiB, 65%, 28.294 MiB/s, ETA 39s
Transferred:            0 / 1, 0%
Elapsed time:      1m12.9s
Transferring:
 *                         WebQSP_FilterFreebase: 64% /3.127Gi, 28.294Mi/s, 39sTransferred:   	    2.035 GiB / 3.127 GiB, 65%, 28.294 MiB/s, ETA 39s
Transferred:            0 / 1, 0%
Elapsed time:      1m13.4s
Transferring:
 *                         WebQSP_FilterFreebase: 65% /3.127Gi, 28.294Mi/s, 39sTransferred:   	    2.047 GiB / 3.127 GiB, 65%, 28.276 MiB/s, ETA 39s
Transferred:            0 / 1, 0%
Elapsed time:      1m13.9s
Transferring:
 *                         WebQSP_FilterFreebase: 65% /3.127Gi, 28.276Mi/s, 39sTransferred:   	    2.062 GiB / 3.127 GiB, 66%, 28.276 MiB/s, ETA 38s
Transferred:            0 / 1, 0%
Elapsed time:      1m14.4s
Transferring:
 *                         WebQSP_FilterFreebase: 65% /3.127Gi, 28.276Mi/s, 38sTransferred:   	    2.076 GiB / 3.127 GiB, 66%, 28.259 MiB/s, ETA 38s
Transferred:            0 / 1, 0%
Elapsed time:      1m14.9s
Transferring:
 *                         WebQSP_FilterFreebase: 66% /3.127Gi, 28.258Mi/s, 38sTransferred:   	    2.090 GiB / 3.127 GiB, 67%, 28.259 MiB/s, ETA 37s
Transferred:            0 / 1, 0%
Elapsed time:      1m15.4s
Transferring:
 *                         WebQSP_FilterFreebase: 66% /3.127Gi, 28.258Mi/s, 37sTransferred:   	    2.102 GiB / 3.127 GiB, 67%, 28.243 MiB/s, ETA 37s
Transferred:            0 / 1, 0%
Elapsed time:      1m15.9s
Transferring:
 *                         WebQSP_FilterFreebase: 67% /3.127Gi, 28.243Mi/s, 37sTransferred:   	    2.115 GiB / 3.127 GiB, 68%, 28.243 MiB/s, ETA 36s
Transferred:            0 / 1, 0%
Elapsed time:      1m16.4s
Transferring:
 *                         WebQSP_FilterFreebase: 67% /3.127Gi, 28.243Mi/s, 36sTransferred:   	    2.129 GiB / 3.127 GiB, 68%, 27.977 MiB/s, ETA 36s
Transferred:            0 / 1, 0%
Elapsed time:      1m16.9s
Transferring:
 *                         WebQSP_FilterFreebase: 68% /3.127Gi, 27.977Mi/s, 36sTransferred:   	    2.141 GiB / 3.127 GiB, 68%, 27.977 MiB/s, ETA 36s
Transferred:            0 / 1, 0%
Elapsed time:      1m17.4s
Transferring:
 *                         WebQSP_FilterFreebase: 68% /3.127Gi, 27.977Mi/s, 36sTransferred:   	    2.156 GiB / 3.127 GiB, 69%, 28.188 MiB/s, ETA 35s
Transferred:            0 / 1, 0%
Elapsed time:      1m17.9s
Transferring:
 *                         WebQSP_FilterFreebase: 68% /3.127Gi, 28.188Mi/s, 35sTransferred:   	    2.171 GiB / 3.127 GiB, 69%, 28.188 MiB/s, ETA 34s
Transferred:            0 / 1, 0%
Elapsed time:      1m18.4s
Transferring:
 *                         WebQSP_FilterFreebase: 69% /3.127Gi, 28.188Mi/s, 34sTransferred:   	    2.185 GiB / 3.127 GiB, 70%, 28.217 MiB/s, ETA 34s
Transferred:            0 / 1, 0%
Elapsed time:      1m18.9s
Transferring:
 *                         WebQSP_FilterFreebase: 69% /3.127Gi, 28.217Mi/s, 34sTransferred:   	    2.195 GiB / 3.127 GiB, 70%, 28.217 MiB/s, ETA 33s
Transferred:            0 / 1, 0%
Elapsed time:      1m19.4s
Transferring:
 *                         WebQSP_FilterFreebase: 70% /3.127Gi, 28.217Mi/s, 33sTransferred:   	    2.211 GiB / 3.127 GiB, 71%, 28.172 MiB/s, ETA 33s
Transferred:            0 / 1, 0%
Elapsed time:      1m19.9s
Transferring:
 *                         WebQSP_FilterFreebase: 70% /3.127Gi, 28.172Mi/s, 33sTransferred:   	    2.226 GiB / 3.127 GiB, 71%, 28.172 MiB/s, ETA 32s
Transferred:            0 / 1, 0%
Elapsed time:      1m20.4s
Transferring:
 *                         WebQSP_FilterFreebase: 71% /3.127Gi, 28.172Mi/s, 32sTransferred:   	    2.234 GiB / 3.127 GiB, 71%, 27.943 MiB/s, ETA 32s
Transferred:            0 / 1, 0%
Elapsed time:      1m20.9s
Transferring:
 *                         WebQSP_FilterFreebase: 71% /3.127Gi, 27.943Mi/s, 32sTransferred:   	    2.250 GiB / 3.127 GiB, 72%, 27.943 MiB/s, ETA 32s
Transferred:            0 / 1, 0%
Elapsed time:      1m21.4s
Transferring:
 *                         WebQSP_FilterFreebase: 71% /3.127Gi, 27.943Mi/s, 32sTransferred:   	    2.263 GiB / 3.127 GiB, 72%, 27.947 MiB/s, ETA 31s
Transferred:            0 / 1, 0%
Elapsed time:      1m21.9s
Transferring:
 *                         WebQSP_FilterFreebase: 72% /3.127Gi, 27.947Mi/s, 31sTransferred:   	    2.273 GiB / 3.127 GiB, 73%, 27.947 MiB/s, ETA 31s
Transferred:            0 / 1, 0%
Elapsed time:      1m22.4s
Transferring:
 *                         WebQSP_FilterFreebase: 72% /3.127Gi, 27.947Mi/s, 31sTransferred:   	    2.289 GiB / 3.127 GiB, 73%, 27.950 MiB/s, ETA 30s
Transferred:            0 / 1, 0%
Elapsed time:      1m22.9s
Transferring:
 *                         WebQSP_FilterFreebase: 73% /3.127Gi, 27.950Mi/s, 30sTransferred:   	    2.302 GiB / 3.127 GiB, 74%, 27.950 MiB/s, ETA 30s
Transferred:            0 / 1, 0%
Elapsed time:      1m23.4s
Transferring:
 *                         WebQSP_FilterFreebase: 73% /3.127Gi, 27.950Mi/s, 30sTransferred:   	    2.314 GiB / 3.127 GiB, 74%, 27.703 MiB/s, ETA 30s
Transferred:            0 / 1, 0%
Elapsed time:      1m23.9s
Transferring:
 *                         WebQSP_FilterFreebase: 73% /3.127Gi, 27.703Mi/s, 30sTransferred:   	    2.328 GiB / 3.127 GiB, 74%, 27.703 MiB/s, ETA 29s
Transferred:            0 / 1, 0%
Elapsed time:      1m24.4s
Transferring:
 *                         WebQSP_FilterFreebase: 74% /3.127Gi, 27.703Mi/s, 29sTransferred:   	    2.344 GiB / 3.127 GiB, 75%, 27.897 MiB/s, ETA 28s
Transferred:            0 / 1, 0%
Elapsed time:      1m24.9s
Transferring:
 *                         WebQSP_FilterFreebase: 74% /3.127Gi, 27.898Mi/s, 28sTransferred:   	    2.359 GiB / 3.127 GiB, 75%, 27.897 MiB/s, ETA 28s
Transferred:            0 / 1, 0%
Elapsed time:      1m25.4s
Transferring:
 *                         WebQSP_FilterFreebase: 75% /3.127Gi, 27.898Mi/s, 28sTransferred:   	    2.375 GiB / 3.127 GiB, 76%, 27.977 MiB/s, ETA 27s
Transferred:            0 / 1, 0%
Elapsed time:      1m25.9s
Transferring:
 *                         WebQSP_FilterFreebase: 75% /3.127Gi, 27.977Mi/s, 27sTransferred:   	    2.389 GiB / 3.127 GiB, 76%, 27.977 MiB/s, ETA 27s
Transferred:            0 / 1, 0%
Elapsed time:      1m26.4s
Transferring:
 *                         WebQSP_FilterFreebase: 76% /3.127Gi, 27.977Mi/s, 27sTransferred:   	    2.398 GiB / 3.127 GiB, 77%, 27.980 MiB/s, ETA 26s
Transferred:            0 / 1, 0%
Elapsed time:      1m26.9s
Transferring:
 *                         WebQSP_FilterFreebase: 76% /3.127Gi, 27.980Mi/s, 26sTransferred:   	    2.414 GiB / 3.127 GiB, 77%, 27.980 MiB/s, ETA 26s
Transferred:            0 / 1, 0%
Elapsed time:      1m27.4s
Transferring:
 *                         WebQSP_FilterFreebase: 77% /3.127Gi, 27.980Mi/s, 26sTransferred:   	    2.430 GiB / 3.127 GiB, 78%, 28.104 MiB/s, ETA 25s
Transferred:            0 / 1, 0%
Elapsed time:      1m27.9s
Transferring:
 *                         WebQSP_FilterFreebase: 77% /3.127Gi, 28.102Mi/s, 25sTransferred:   	    2.444 GiB / 3.127 GiB, 78%, 28.104 MiB/s, ETA 24s
Transferred:            0 / 1, 0%
Elapsed time:      1m28.4s
Transferring:
 *                         WebQSP_FilterFreebase: 78% /3.127Gi, 28.102Mi/s, 24sTransferred:   	    2.459 GiB / 3.127 GiB, 79%, 28.223 MiB/s, ETA 24s
Transferred:            0 / 1, 0%
Elapsed time:      1m28.9s
Transferring:
 *                         WebQSP_FilterFreebase: 78% /3.127Gi, 28.223Mi/s, 24sTransferred:   	    2.473 GiB / 3.127 GiB, 79%, 28.223 MiB/s, ETA 23s
Transferred:            0 / 1, 0%
Elapsed time:      1m29.4s
Transferring:
 *                         WebQSP_FilterFreebase: 79% /3.127Gi, 28.223Mi/s, 23sTransferred:   	    2.488 GiB / 3.127 GiB, 80%, 28.211 MiB/s, ETA 23s
Transferred:            0 / 1, 0%
Elapsed time:      1m29.9s
Transferring:
 *                         WebQSP_FilterFreebase: 79% /3.127Gi, 28.211Mi/s, 23sTransferred:   	    2.500 GiB / 3.127 GiB, 80%, 28.211 MiB/s, ETA 22s
Transferred:            0 / 1, 0%
Elapsed time:      1m30.4s
Transferring:
 *                         WebQSP_FilterFreebase: 79% /3.127Gi, 28.211Mi/s, 22sTransferred:   	    2.515 GiB / 3.127 GiB, 80%, 28.301 MiB/s, ETA 22s
Transferred:            0 / 1, 0%
Elapsed time:      1m30.9s
Transferring:
 *                         WebQSP_FilterFreebase: 80% /3.127Gi, 28.299Mi/s, 22sTransferred:   	    2.531 GiB / 3.127 GiB, 81%, 28.301 MiB/s, ETA 21s
Transferred:            0 / 1, 0%
Elapsed time:      1m31.4s
Transferring:
 *                         WebQSP_FilterFreebase: 80% /3.127Gi, 28.299Mi/s, 21sTransferred:   	    2.543 GiB / 3.127 GiB, 81%, 28.179 MiB/s, ETA 21s
Transferred:            0 / 1, 0%
Elapsed time:      1m31.9s
Transferring:
 *                         WebQSP_FilterFreebase: 81% /3.127Gi, 28.179Mi/s, 21sTransferred:   	    2.555 GiB / 3.127 GiB, 82%, 28.179 MiB/s, ETA 20s
Transferred:            0 / 1, 0%
Elapsed time:      1m32.4s
Transferring:
 *                         WebQSP_FilterFreebase: 81% /3.127Gi, 28.179Mi/s, 20sTransferred:   	    2.570 GiB / 3.127 GiB, 82%, 28.416 MiB/s, ETA 20s
Transferred:            0 / 1, 0%
Elapsed time:      1m32.9s
Transferring:
 *                         WebQSP_FilterFreebase: 82% /3.127Gi, 28.416Mi/s, 20sTransferred:   	    2.586 GiB / 3.127 GiB, 83%, 28.416 MiB/s, ETA 19s
Transferred:            0 / 1, 0%
Elapsed time:      1m33.4s
Transferring:
 *                         WebQSP_FilterFreebase: 82% /3.127Gi, 28.416Mi/s, 19sTransferred:   	    2.602 GiB / 3.127 GiB, 83%, 28.390 MiB/s, ETA 18s
Transferred:            0 / 1, 0%
Elapsed time:      1m33.9s
Transferring:
 *                         WebQSP_FilterFreebase: 83% /3.127Gi, 28.390Mi/s, 18sTransferred:   	    2.615 GiB / 3.127 GiB, 84%, 28.390 MiB/s, ETA 18s
Transferred:            0 / 1, 0%
Elapsed time:      1m34.4s
Transferring:
 *                         WebQSP_FilterFreebase: 83% /3.127Gi, 28.390Mi/s, 18sTransferred:   	    2.629 GiB / 3.127 GiB, 84%, 28.366 MiB/s, ETA 17s
Transferred:            0 / 1, 0%
Elapsed time:      1m34.9s
Transferring:
 *                         WebQSP_FilterFreebase: 84% /3.127Gi, 28.366Mi/s, 17sTransferred:   	    2.641 GiB / 3.127 GiB, 84%, 28.366 MiB/s, ETA 17s
Transferred:            0 / 1, 0%
Elapsed time:      1m35.4s
Transferring:
 *                         WebQSP_FilterFreebase: 84% /3.127Gi, 28.366Mi/s, 17sTransferred:   	    2.656 GiB / 3.127 GiB, 85%, 28.575 MiB/s, ETA 16s
Transferred:            0 / 1, 0%
Elapsed time:      1m35.9s
Transferring:
 *                         WebQSP_FilterFreebase: 84% /3.127Gi, 28.575Mi/s, 16sTransferred:   	    2.672 GiB / 3.127 GiB, 85%, 28.575 MiB/s, ETA 16s
Transferred:            0 / 1, 0%
Elapsed time:      1m36.4s
Transferring:
 *                         WebQSP_FilterFreebase: 85% /3.127Gi, 28.575Mi/s, 16sTransferred:   	    2.687 GiB / 3.127 GiB, 86%, 28.556 MiB/s, ETA 15s
Transferred:            0 / 1, 0%
Elapsed time:      1m36.9s
Transferring:
 *                         WebQSP_FilterFreebase: 85% /3.127Gi, 28.556Mi/s, 15sTransferred:   	    2.699 GiB / 3.127 GiB, 86%, 28.556 MiB/s, ETA 15s
Transferred:            0 / 1, 0%
Elapsed time:      1m37.4s
Transferring:
 *                         WebQSP_FilterFreebase: 86% /3.127Gi, 28.556Mi/s, 15sTransferred:   	    2.711 GiB / 3.127 GiB, 87%, 28.522 MiB/s, ETA 14s
Transferred:            0 / 1, 0%
Elapsed time:      1m37.9s
Transferring:
 *                         WebQSP_FilterFreebase: 86% /3.127Gi, 28.522Mi/s, 14sTransferred:   	    2.726 GiB / 3.127 GiB, 87%, 28.522 MiB/s, ETA 14s
Transferred:            0 / 1, 0%
Elapsed time:      1m38.4s
Transferring:
 *                         WebQSP_FilterFreebase: 87% /3.127Gi, 28.522Mi/s, 14sTransferred:   	    2.741 GiB / 3.127 GiB, 88%, 28.239 MiB/s, ETA 13s
Transferred:            0 / 1, 0%
Elapsed time:      1m38.9s
Transferring:
 *                         WebQSP_FilterFreebase: 87% /3.127Gi, 28.239Mi/s, 13sTransferred:   	    2.754 GiB / 3.127 GiB, 88%, 28.239 MiB/s, ETA 13s
Transferred:            0 / 1, 0%
Elapsed time:      1m39.4s
Transferring:
